charge_category,disposition_category,code_section_category,arrest_disqualifier,has_conviction,felony_conviction_disqualifier,next_conviction_disqualifier_after_misdemeanor,next_conviction_disqualifier_after_felony,pending_after_misdemeanor,pending_after_felony,has_class_1_or_2,has_class_3_or_4,expungability
Felony,Deferral Dismissal,covered elsewhere,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Not eligible
Misdemeanor,Conviction,covered in 19.2-392.6 - A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Not eligible
Felony,Conviction,covered in 19.2-392.6 - A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Not eligible
Misdemeanor,Dismissed,covered in 19.2-392.6 - A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Petition
Felony,Dismissed,covered in 19.2-392.6 - A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Petition
Misdemeanor,Deferral Dismissal,covered in 19.2-392.6 - A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Automatic
Felony,Deferral Dismissal,covered in 19.2-392.6 - A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Not eligible
Misdemeanor,Conviction,covered in 19.2-392.6 - B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Not eligible
Felony,Conviction,covered in 19.2-392.6 - B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Not eligible
Misdemeanor,Dismissed,covered in 19.2-392.6 - B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Petition
Felony,Dismissed,covered in 19.2-392.6 - B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Petition
Misdemeanor,Deferral Dismissal,covered in 19.2-392.6 - B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Petition
Felony,Deferral Dismissal,covered in 19.2-392.6 - B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Not eligible
Misdemeanor,Conviction,excluded by 19.2-392.12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Not eligible
Felony,Conviction,excluded by 19.2-392.12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Not eligible
Misdemeanor,Dismissed,excluded by 19.2-392.12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Petition
Felony,Dismissed,excluded by 19.2-392.12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Petition
Misdemeanor,Deferral Dismissal,excluded by 19.2-392.12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Not eligible
Felony,Deferral Dismissal,excluded by 19.2-392.12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Not eligible
Misdemeanor,Conviction,covered elsewhere,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Not eligible
Felony,Conviction,covered elsewhere,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Not eligible
Misdemeanor,Dismissed,covered elsewhere,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Petition
Felony,Dismissed,covered elsewhere,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Petition
Misdemeanor,Deferral Dismissal,covered elsewhere,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Petition
Felony,Deferral Dismissal,covered elsewhere,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Not eligible
Misdemeanor,Conviction,covered in 19.2-392.6 - A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Conviction,covered in 19.2-392.6 - A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,covered in 19.2-392.6 - A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Dismissed,covered in 19.2-392.6 - A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,covered in 19.2-392.6 - A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Deferral Dismissal,covered in 19.2-392.6 - A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,covered in 19.2-392.6 - B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Conviction,covered in 19.2-392.6 - B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,covered in 19.2-392.6 - B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Dismissed,covered in 19.2-392.6 - B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,covered in 19.2-392.6 - B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Deferral Dismissal,covered in 19.2-392.6 - B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,excluded by 19.2-392.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Felony,Conviction,excluded by 19.2-392.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,excluded by 19.2-392.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Dismissed,excluded by 19.2-392.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,excluded by 19.2-392.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Felony,Deferral Dismissal,excluded by 19.2-392.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,covered elsewhere,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Felony,Conviction,covered elsewhere,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,covered elsewhere,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Dismissed,covered elsewhere,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,covered elsewhere,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Deferral Dismissal,covered elsewhere,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,covered in 19.2-392.6 - A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Conviction,covered in 19.2-392.6 - A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,covered in 19.2-392.6 - A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Dismissed,covered in 19.2-392.6 - A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,covered in 19.2-392.6 - A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Deferral Dismissal,covered in 19.2-392.6 - A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,covered in 19.2-392.6 - B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Conviction,covered in 19.2-392.6 - B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,covered in 19.2-392.6 - B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Dismissed,covered in 19.2-392.6 - B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,covered in 19.2-392.6 - B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Deferral Dismissal,covered in 19.2-392.6 - B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,excluded by 19.2-392.12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Felony,Conviction,excluded by 19.2-392.12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,excluded by 19.2-392.12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Dismissed,excluded by 19.2-392.12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,excluded by 19.2-392.12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Felony,Deferral Dismissal,excluded by 19.2-392.12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,covered elsewhere,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Felony,Conviction,covered elsewhere,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,covered elsewhere,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Dismissed,covered elsewhere,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,covered elsewhere,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Deferral Dismissal,covered elsewhere,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,covered in 19.2-392.6 - A,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Conviction,covered in 19.2-392.6 - A,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,covered in 19.2-392.6 - A,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Dismissed,covered in 19.2-392.6 - A,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,covered in 19.2-392.6 - A,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Deferral Dismissal,covered in 19.2-392.6 - A,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,covered in 19.2-392.6 - B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Conviction,covered in 19.2-392.6 - B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,covered in 19.2-392.6 - B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Dismissed,covered in 19.2-392.6 - B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,covered in 19.2-392.6 - B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Deferral Dismissal,covered in 19.2-392.6 - B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,excluded by 19.2-392.12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Felony,Conviction,excluded by 19.2-392.12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,excluded by 19.2-392.12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Dismissed,excluded by 19.2-392.12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,excluded by 19.2-392.12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Felony,Deferral Dismissal,excluded by 19.2-392.12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,covered elsewhere,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Felony,Conviction,covered elsewhere,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,covered elsewhere,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Dismissed,covered elsewhere,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,covered elsewhere,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Deferral Dismissal,covered elsewhere,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,covered in 19.2-392.6 - A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Conviction,covered in 19.2-392.6 - A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,covered in 19.2-392.6 - A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Dismissed,covered in 19.2-392.6 - A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,covered in 19.2-392.6 - A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Deferral Dismissal,covered in 19.2-392.6 - A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,covered in 19.2-392.6 - B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Conviction,covered in 19.2-392.6 - B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,covered in 19.2-392.6 - B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Dismissed,covered in 19.2-392.6 - B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,covered in 19.2-392.6 - B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Deferral Dismissal,covered in 19.2-392.6 - B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,excluded by 19.2-392.12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Felony,Conviction,excluded by 19.2-392.12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,excluded by 19.2-392.12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Dismissed,excluded by 19.2-392.12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,excluded by 19.2-392.12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Felony,Deferral Dismissal,excluded by 19.2-392.12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,covered elsewhere,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Felony,Conviction,covered elsewhere,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,covered elsewhere,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Dismissed,covered elsewhere,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,covered elsewhere,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Deferral Dismissal,covered elsewhere,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,covered in 19.2-392.6 - A,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Conviction,covered in 19.2-392.6 - A,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,covered in 19.2-392.6 - A,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Dismissed,covered in 19.2-392.6 - A,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,covered in 19.2-392.6 - A,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Deferral Dismissal,covered in 19.2-392.6 - A,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,covered in 19.2-392.6 - B,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Conviction,covered in 19.2-392.6 - B,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,covered in 19.2-392.6 - B,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Dismissed,covered in 19.2-392.6 - B,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,covered in 19.2-392.6 - B,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Deferral Dismissal,covered in 19.2-392.6 - B,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,excluded by 19.2-392.12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Felony,Conviction,excluded by 19.2-392.12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,excluded by 19.2-392.12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Dismissed,excluded by 19.2-392.12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,excluded by 19.2-392.12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Felony,Deferral Dismissal,excluded by 19.2-392.12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,covered elsewhere,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Felony,Conviction,covered elsewhere,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,covered elsewhere,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Dismissed,covered elsewhere,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,covered elsewhere,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Deferral Dismissal,covered elsewhere,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,covered in 19.2-392.6 - A,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Conviction,covered in 19.2-392.6 - A,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,covered in 19.2-392.6 - A,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Dismissed,covered in 19.2-392.6 - A,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,covered in 19.2-392.6 - A,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Deferral Dismissal,covered in 19.2-392.6 - A,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,covered in 19.2-392.6 - B,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Conviction,covered in 19.2-392.6 - B,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,covered in 19.2-392.6 - B,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Dismissed,covered in 19.2-392.6 - B,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,covered in 19.2-392.6 - B,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Deferral Dismissal,covered in 19.2-392.6 - B,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,excluded by 19.2-392.12,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Felony,Conviction,excluded by 19.2-392.12,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,excluded by 19.2-392.12,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Dismissed,excluded by 19.2-392.12,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,excluded by 19.2-392.12,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Felony,Deferral Dismissal,excluded by 19.2-392.12,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,covered elsewhere,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Felony,Conviction,covered elsewhere,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,covered elsewhere,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Dismissed,covered elsewhere,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,covered elsewhere,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Deferral Dismissal,covered elsewhere,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,covered in 19.2-392.6 - A,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Conviction,covered in 19.2-392.6 - A,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,covered in 19.2-392.6 - A,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Dismissed,covered in 19.2-392.6 - A,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,covered in 19.2-392.6 - A,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Deferral Dismissal,covered in 19.2-392.6 - A,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,covered in 19.2-392.6 - B,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Automatic
Felony,Conviction,covered in 19.2-392.6 - B,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Dismissed,covered in 19.2-392.6 - B,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Dismissed,covered in 19.2-392.6 - B,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Misdemeanor,Deferral Dismissal,covered in 19.2-392.6 - B,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Petition
Felony,Deferral Dismissal,covered in 19.2-392.6 - B,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
Misdemeanor,Conviction,excluded by 19.2-392.12,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Not eligible
